title,number,additions,deletions,changedFiles,body,comments,participants,createdAt,closedAt,mergedAt,bodyCharNumber,analysisTime
"Add ""accept local"" and ""accept remote"" buttons to setting conflict notification",90190,76,33,1,"Fixes #84431

Pretty straightforward but I wanted to run it by you @sandy081 ",2,2,2020-02-07T01:05:31Z,2020-02-11T08:45:19Z,2020-02-11T08:45:18Z,79,4 days 07:39:47
Show specific task provider progress and allow providers to be canceled,90236,145,48,4,Part of https://github.com/microsoft/vscode/issues/90087,1,2,2020-02-07T14:35:11Z,2020-02-07T15:47:53Z,2020-02-07T15:47:53Z,56,0 days 01:12:42
Move terminal unit tests to browser and common,90245,3,2,7,@jrieken can you verify the .eslintrc and renderer.html changes are all good?,0,2,2020-02-07T16:54:22Z,2020-02-10T12:58:41Z,2020-02-10T12:58:41Z,77,2 days 20:04:19
Migrate Terminal Panel to ViewPane,90252,126,118,10,This PR refs #89729,3,3,2020-02-07T19:14:54Z,2020-02-10T17:45:16Z,2020-02-10T17:45:16Z,19,2 days 22:30:22
Add top and bottom padding options to editor,90254,321,110,7,"<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->

Fixes #49027.

The first line of code is too close to the top of the editor (tab list, breadcrumbs) and can be visually displeasing at times, especially in themes where the background colors contrast.

I implemented two new options, `editor.padding.top` and `editor.padding.bottom`, which adds the specified amount of fixed whitespace above the first line and below the last line. This means the padding will move as you scroll (i.e. it's not ""sticky"").

Because the LinesLayout already handles whitespace around lines in a practically identical fashion, I placed this functionality in there. 

Example with `editor.padding.top` set to 25:

![image](https://user-images.githubusercontent.com/9532377/74058040-68342980-49a2-11ea-8e1e-f2f68aec6b1c.png)

With breadcrumbs enabled:

![image](https://user-images.githubusercontent.com/9532377/74058087-7f731700-49a2-11ea-8a7b-ae190656286b.png)

And with `editor.padding.bottom` set to 25:

![image](https://user-images.githubusercontent.com/9532377/74058186-b47f6980-49a2-11ea-9c9f-7c1d660b02cb.png)",8,6,2020-02-07T19:42:17Z,2020-02-10T22:00:25Z,2020-02-10T22:00:22Z,1420,3 days 02:18:05
Fixes microsoft/monaco-editor#1818: check matchOnlyAtLineStart when e…,90266,1,1,1,"This PR fixes microsoft/monaco-editor#1818.

I tested this by copying one of the `.html` files in `playground.generated` and changing the JavaScript to include the following:

```js
const DEMO_LANG_ID = ""demo"";

const languageConfiguration = {
  // The main tokenizer for our languages
  tokenizer: {
    root: [
      [/^\!/, { token: 'delimiter.curly', next: 'jsonInBang', nextEmbedded: 'json' }],
    ],
    jsonInBang: [
      [/^\!/, { token: 'delimiter.curly', next: '@pop', nextEmbedded: '@pop' }],
    ],
  },
};
monaco.languages.register({
  id: DEMO_LANG_ID,
  extensions: ['.example'],
});
monaco.languages.setMonarchTokensProvider(DEMO_LANG_ID, languageConfiguration);

      const value = `\
!
  {
    ""foo"": ""b!ar""
  }
!
`;

var editor = monaco.editor.create(document.getElementById(""container""), {
  value,
  language: DEMO_LANG_ID,

  lineNumbers: ""off"",
  roundedSelection: false,
  scrollBeyondLastLine: false,
  readOnly: false,
  theme: ""vs-dark"",
});
```

When I loaded the page, now the entire `""b!ar""` string literal was highlighted correctly. Previously, the syntax highlighting stopped at the `!`.
",4,3,2020-02-07T23:49:07Z,2020-02-10T21:33:56Z,2020-02-10T21:33:56Z,1168,2 days 21:44:49
Attempt to move to scoped context keys,90267,35,28,3,"fixes #90234

@joaomoreno or someone who knows the context key service, I'd appreciate if you could look over this to check if I'm using it correctly.",0,2,2020-02-08T00:01:40Z,2020-02-10T19:08:51Z,2020-02-10T19:08:51Z,152,2 days 19:07:11
Don't use innerHtml to build menus,90270,18,11,1,"Fixes #89410

Switches to use safer methods to construct menu items: `innerText` and `append`

",2,2,2020-02-08T01:44:45Z,2020-02-10T22:40:45Z,2020-02-10T22:40:45Z,99,2 days 20:56:00
Web: run integration tests as part of our product builds,90292,176,127,23,"This PR fixes https://github.com/microsoft/vscode/issues/83923
",0,1,2020-02-08T16:55:40Z,2020-02-10T10:40:28Z,,64,1 days 17:44:48
Add `filesExplorer.openFileDontPreserveFocus` command,90307,18,3,2,"<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->

This PR fixes #90305 by adding a command `filesExplorer.openFileDontPreserveFocus`. It is largely based on commit  079aef1ec5549171717decf30a9cb3e5b8aeee18, which added the command `filesExplorer.openFilePreserveFocus`.

The PR refactors the logic for opening a file (or set of files) from the explorer into a helper method, which is then invoked with a `preserveFocus` parameter in `filesExplorer.openFile[Dont]PreserveFocus`. It then exposes the second command, with no default key. If you think there should be a default key, I'd be happy to add that.

I validated this change by creating a custom keybinding in my dev version of VSCode that invoked both commands, and confirmed that for `openFilePreserveFocus` the functionality was unchanged from stock VSCode and that for `openFileDontPreserveFocus` the file that was opened was focused, and when multiple files were selected the first selected was the one focused - which seems like reasonable default behavior to me.",3,2,2020-02-08T22:03:42Z,2020-02-10T18:42:13Z,,1336,1 days 20:38:31
(Peekview-widget) reverse title and actions,90330,4,2,1,"Hi, I have not found an existing issue that this pull request solves.
I noticed that DX of `peekview-widget` could be improved. When I click on `dirty-diff bar` in the line numbers column and want to perform a vcs action I have to move my mouse cursor across the line width since vcs actions are located on the right side. While on the left side we have the file name (same as the tab name) which is not clickable but important for accessibility purposes. See the picture below.

<img width=""1279"" alt=""Screenshot 2020-02-09 at 20 05 14 2"" src=""https://user-images.githubusercontent.com/38152408/74107539-45f90200-4b82-11ea-8375-41e6e4c0f84e.png"">

I swapped title and actions with css to preserve the html elements order. Now you do not have to move your mouse cursor across the screen. See the picture below.

<img width=""1280"" alt=""Screenshot 2020-02-09 at 21 01 06"" src=""https://user-images.githubusercontent.com/38152408/74107568-a1c38b00-4b82-11ea-86a2-500e57f10100.png"">

",1,3,2020-02-09T18:28:06Z,2020-02-10T09:07:02Z,,988,0 days 14:38:56
Adopt terminal link provider API,90336,518,14,6,"This adopts the new xterm.js link provider API and uses VS Code's shared link detection system. Added a new setting `terminal.integrated.experimentalLinkProvider` to control this behavior. Closes #90298.

Also, it was very complicated figuring out what was 0-based or 1-based and what to use where, so hopefully that can be cleared up with https://github.com/xtermjs/xterm.js/issues/2706.",14,2,2020-02-10T01:37:13Z,2020-04-12T18:51:09Z,2020-04-12T18:51:09Z,390,62 days 17:13:56
Add browser unit tests to product build,90353,42,15,5,"<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->

This PR fixes #
",0,2,2020-02-10T10:36:46Z,2020-02-10T11:44:29Z,2020-02-10T11:44:29Z,375,0 days 01:07:43
Will-navigate event should forward to opener service,90360,7,20,3,"Related to https://github.com/microsoft/vscode/pull/89215

This makes it that attempts to navigate the page in VS Code just get forwarded to `OpenerService.open` calls. Eg. clicking something like `<a href=""https://github.com"">this</a>` will eventually call `openerService.open('https://github.com')`.

 This is useful in notifications, where we currently listen to click events, and empty view contents https://github.com/microsoft/vscode/pull/89215.

@bpasero @jrieken @mjbvz  Let me know your thoughts.",10,3,2020-02-10T12:00:16Z,2020-02-10T13:44:07Z,,511,0 days 01:43:51
"web - introduce a ""open in desktop"" feature",90367,142,6,4,"Adds a ""Open in Desktop"" entry to the status bar. 

@aeschli can you please review the `electron-main` side of the change where I am basically using your `folder-uri` / `workspace-uri` support for opening.

This still misses a way for VSCode to guide the user to install the remote extension if missing. ",1,2,2020-02-10T13:58:05Z,2020-02-12T10:38:33Z,,308,1 days 20:40:28
Fixes #90229,90398,4,4,1,"This PR fixes #90229
",0,2,2020-02-10T22:30:09Z,2020-02-11T14:07:57Z,2020-02-11T14:07:57Z,22,0 days 15:37:48
Add new action to close side bar,90404,26,0,1,"Add a new action to close the side bar called `workbench.action.closeSidebar`.  This matches the existing `workbench.action.closePanel`.
",5,3,2020-02-10T23:14:44Z,2020-02-11T00:35:53Z,2020-02-11T00:35:53Z,138,0 days 01:21:09
[typescript-language-features] Add importModuleSpecifierEnding preference,90405,56,1,3,"<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->

This PR fixes https://github.com/microsoft/TypeScript/issues/24779
TS protocol update: https://github.com/microsoft/TypeScript/pull/36725
",11,3,2020-02-10T23:20:06Z,2020-02-28T19:20:51Z,2020-02-28T19:20:51Z,498,17 days 20:00:45
Add a command to open the EH logs folder,90418,41,10,5,"Fix microsoft/vscode-remote-release#412

<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->
",0,2,2020-02-11T05:09:45Z,2020-02-13T08:41:54Z,2020-02-13T08:41:54Z,399,2 days 03:32:09
Fixes explorer new folder inputbox duplicates parent folder children when toggling collapse state,90419,2,1,1,"<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->

This PR fixes #90040
",1,2,2020-02-11T05:19:07Z,2020-02-11T09:52:17Z,2020-02-11T09:52:17Z,380,0 days 04:33:10
Enable grid boundary sashes,90442,119,20,3,"This enables resizing sash intersections across grids!

![Peek 2020-02-11 12-42](https://user-images.githubusercontent.com/22350/74233961-0c341280-4ccc-11ea-8b7a-72351b750c24.gif)

cc @sbatten 
",1,1,2020-02-11T11:39:54Z,2020-02-11T15:26:17Z,2020-02-11T15:26:17Z,199,0 days 03:46:23
API: Contributable empty view content,90459,392,88,14,Related to https://github.com/microsoft/vscode/issues/89080,0,1,2020-02-11T16:05:13Z,2020-02-17T11:04:28Z,2020-02-17T11:04:28Z,59,5 days 18:59:15
fix: add entitlement to allow dyld env variables in child processes,90479,2,0,1,Refs https://github.com/microsoft/vscode/issues/88306,0,2,2020-02-11T19:56:26Z,2020-02-12T09:59:04Z,2020-02-12T09:59:04Z,53,0 days 14:02:38
add saveable option to do nothing for tasks,90480,9,3,3,"Took a quick stab at adding another saveable option for tasks. This should use cancel as a saveable option, but this may not be ideal.

<!-- Thank you for submitting a Pull Request. Please: 
* Read our Pull Request guidelines:
  https://github.com/Microsoft/vscode/wiki/How-to-Contribute#pull-requests.
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `master` branch.
* Include a description of the proposed changes and how to test them. 
-->

This PR fixes #90478 
",2,3,2020-02-11T20:08:08Z,2020-02-12T11:04:14Z,,519,0 days 14:56:06
